timestamp,symbol,short_strike,long_strike,credit,spread_width,status
2025-05-19T15:31:55.178739,IWM,207.0,206.0,0.48450000000000004,1.0,submitted
2025-05-19T15:32:28.446205,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:34:58.095638,IWM,207.0,206.0,0.48450000000000004,1.0,submitted
2025-05-19T15:37:48.787457,IWM,207.0,206.0,0.48450000000000004,1.0,submitted
2025-05-19T15:38:28.290118,IWM,207.0,206.0,0.48450000000000004,1.0,submitted
2025-05-19T15:40:51.935219,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:44:01.386046,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:45:39.055301,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:47:01.315217,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:49:59.027876,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:51:36.235089,IWM,207.0,206.0,0.48450000000000004,1.0,submitted
2025-05-19T15:52:55.470200,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:56:08.072474,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:57:33.210204,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T15:58:49.837590,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:02:02.327935,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:03:26.901042,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:04:44.044956,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:07:56.403012,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:09:21.314999,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:10:39.238641,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:13:50.620244,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:15:15.855063,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:17:09.896521,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:19:45.821408,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:21:09.957548,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:23:03.884020,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:25:40.195725,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:27:41.332387,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:29:07.028053,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:31:34.810068,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:33:39.500465,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:34:43.182695,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:35:13.343379,IWM,208.0,207.0,0.6005,1.0,submitted
