timestamp,symbol,short_strike,long_strike,credit,spread_width,status
2025-04-28T08:55:31.057298,SPY,545.0,534.0,0.67,11.0,rejected
2025-04-28T08:55:43.538615,QQQ,466.0,461.0,1.7,5.0,submission_failed
2025-04-28T10:09:16.618666,SPY,544.0,530.0,0.67,14.0,rejected
2025-04-28T10:09:44.381163,QQQ,465.0,458.0,1.67,7.0,rejected
2025-04-28T10:10:13.423091,IWM,191.0,184.0,1.1,7.0,rejected
2025-04-28T10:20:38.970618,SPY,544.0,534.0,0.71,10.0,rejected
2025-04-28T10:20:55.819538,QQQ,465.0,458.0,1.62,7.0,rejected
2025-04-28T10:31:53.303572,SPY,544.0,539.0,0.35,5.0,rejected
2025-04-28T10:32:08.490105,QQQ,464.0,458.0,1.51,6.0,submission_failed
2025-04-28T10:41:58.373658,QQQ,465.0,461.0,1.39,4.0,pdt_blocked
2025-04-28T10:42:30.084492,IWM,191.0,186.0,1.06,5.0,rejected
2025-04-28T11:04:18.688090,SPY,546.0,535.0,0.47,11.0,rejected
2025-04-28T11:04:59.791476,IWM,191.0,185.0,1.02,6.0,rejected
2025-04-28T11:15:23.327938,SPY,546.0,535.0,0.35,11.0,rejected
2025-04-28T12:34:49.321365,SPY,550.0,544.0,0.16,6.0,rejected
2025-04-29T06:36:06.876503,SPY,548.0,544.0,1.05,4.0,submitted
2025-04-29T06:46:43.253845,SPY,549.0,545.0,0.94,4.0,rejected
2025-04-29T06:58:08.855258,SPY,550.0,546.0,0.93,4.0,rejected
2025-04-29T07:09:06.417977,SPY,551.0,548.0,0.7,3.0,rejected
2025-04-29T09:31:20.519099,SPY,SPY250429P00548000,SPY250429P00544000,1.05,4.0,closed_profit
2025-05-05T06:37:39.779769,SPY,562.0,559.0,0.85,3.0,submitted
2025-05-05T06:37:43.113885,QQQ,484.0,481.0,0.8099999999999999,3.0,submitted
2025-05-05T06:48:28.042769,SPY,561.0,558.0,0.7799999999999998,3.0,submitted
2025-05-05T06:48:31.454629,QQQ,484.0,481.0,0.7749999999999999,3.0,submitted
2025-05-05T06:59:16.651184,SPY,562.0,559.0,0.7400000000000002,3.0,rejected
2025-05-05T06:59:20.041048,QQQ,485.0,482.0,0.86,3.0,submitted
2025-05-05T07:10:05.180846,SPY,562.0,560.0,0.49,2.0,rejected
2025-05-05T07:10:09.067409,QQQ,485.0,482.0,0.8150000000000001,3.0,submitted
2025-05-05T07:20:53.661069,SPY,563.0,560.0,0.6999999999999998,3.0,rejected
2025-05-05T07:20:56.956710,QQQ,485.0,483.0,0.5195000000000001,2.0,submitted
2025-05-05T07:31:42.026755,SPY,563.0,560.0,0.776,3.0,submitted
2025-05-05T07:31:45.529428,QQQ,485.0,482.0,0.795,3.0,submitted
2025-05-05T07:42:30.253622,SPY,564.0,561.0,0.7399999999999998,3.0,rejected
2025-05-05T07:42:33.507105,QQQ,485.0,483.0,0.45999999999999996,2.0,rejected
2025-05-05T07:53:21.802596,QQQ,485.0,483.0,0.49949999999999994,2.0,rejected
2025-05-05T08:04:06.587317,SPY,564.0,562.0,0.4905000000000001,2.0,rejected
2025-05-05T08:04:09.978416,QQQ,486.0,484.0,0.46950000000000014,2.0,rejected
2025-05-05T08:14:55.400508,SPY,564.0,562.0,0.5905000000000001,2.0,submitted
2025-05-05T08:14:59.957134,QQQ,486.0,484.0,0.6050000000000001,2.0,submitted
2025-05-05T08:25:44.910117,SPY,564.0,562.0,0.5249999999999999,2.0,submitted
2025-05-05T08:25:48.287195,QQQ,486.0,484.0,0.48949999999999994,2.0,rejected
2025-05-05T08:36:32.926207,SPY,564.0,561.0,0.74,3.0,rejected
2025-05-05T08:47:21.357354,SPY,564.0,562.0,0.5700000000000002,2.0,submitted
2025-05-05T08:47:25.361739,QQQ,486.0,484.0,0.6400000000000002,2.0,submitted
2025-05-05T08:58:10.229777,SPY,564.0,562.0,0.49999999999999994,2.0,rejected
2025-05-05T08:58:14.377603,QQQ,486.0,484.0,0.53,2.0,submitted
2025-05-06T06:36:56.464091,SPY,558.0,555.0,0.815,3.0,submitted
2025-05-06T06:36:59.229495,QQQ,479.0,477.0,0.5750000000000002,2.0,submitted
2025-05-06T06:47:43.107564,SPY,557.0,555.0,0.5499999999999998,2.0,submitted
2025-05-06T06:47:45.736206,QQQ,479.0,475.0,1.02,4.0,submitted
2025-05-06T06:48:13.938053,IWM,196.0,195.0,0.36000000000000004,1.0,submitted
2025-05-06T06:58:29.674460,SPY,556.0,554.0,0.51,2.0,submitted
2025-05-06T06:58:32.319880,QQQ,478.0,475.0,0.8649999999999999,3.0,submitted
2025-05-06T07:09:19.094473,SPY,557.0,555.0,0.5150000000000001,2.0,submitted
2025-05-06T07:09:23.010981,QQQ,479.0,477.0,0.575,2.0,submitted
2025-05-06T07:09:53.104262,IWM,196.0,195.0,0.23000000000000004,1.0,rejected
2025-05-06T07:20:11.859935,SPY,559.0,557.0,0.5300000000000002,2.0,submitted
2025-05-06T07:20:17.024608,QQQ,480.0,478.0,0.485,2.0,rejected
2025-05-06T07:20:48.408623,IWM,197.0,196.0,0.25500000000000006,1.0,submitted
2025-05-06T07:31:08.970902,SPY,559.0,557.0,0.49050000000000005,2.0,rejected
2025-05-06T07:42:03.735291,SPY,560.0,557.0,0.86,3.0,submitted
2025-05-06T07:52:56.672468,SPY,559.0,557.0,0.5095,2.0,submitted
2025-05-06T07:53:35.576477,IWM,197.0,196.0,0.22999999999999998,1.0,rejected
2025-05-06T08:03:54.005790,SPY,560.0,558.0,0.48949999999999994,2.0,rejected
2025-05-06T08:03:58.258721,QQQ,482.0,479.0,0.7649999999999999,3.0,submitted
2025-05-06T08:14:48.466271,SPY,560.0,558.0,0.5295,2.0,submitted
2025-05-06T08:25:43.592265,QQQ,482.0,480.0,0.5750000000000001,2.0,submitted
2025-05-06T08:36:32.443686,QQQ,482.0,480.0,0.4595,2.0,rejected
2025-05-06T08:37:01.033254,IWM,198.0,197.0,0.25999999999999995,1.0,submitted
2025-05-06T08:47:16.778034,SPY,560.0,558.0,0.46,2.0,rejected
2025-05-06T08:58:05.495497,SPY,560.0,558.0,0.54,2.0,submitted
2025-05-06T09:08:55.914641,SPY,560.0,558.0,0.5305,2.0,submitted
2025-05-06T09:20:21.448494,IWM,198.0,197.0,0.2945,1.0,submitted
2025-05-06T09:30:39.176616,SPY,560.0,558.0,0.6,2.0,submitted
2025-05-06T09:41:29.621157,SPY,560.0,558.0,0.5,2.0,submitted
2025-05-06T09:41:32.485229,QQQ,482.0,480.0,0.495,2.0,rejected
2025-05-06T09:52:16.408418,SPY,559.0,557.0,0.5294999999999999,2.0,submitted
2025-05-06T10:03:03.599081,SPY,559.0,557.0,0.45999999999999996,2.0,rejected
2025-05-06T10:24:48.183326,SPY,559.0,557.0,0.5695000000000001,2.0,submitted
2025-05-06T10:35:54.566314,SPY,559.0,558.0,0.27999999999999997,1.0,submitted
2025-05-06T10:47:28.552273,SPY,558.0,556.0,0.54,2.0,submitted
2025-05-06T10:47:46.733425,QQQ,480.0,478.0,0.45499999999999996,2.0,rejected
2025-05-06T10:59:29.364580,SPY,558.0,556.0,0.4600000000000001,2.0,rejected
2025-05-06T11:22:49.802503,SPY,559.0,558.0,0.24949999999999994,1.0,rejected
2025-05-06T11:33:37.043205,SPY,560.0,559.0,0.29,1.0,submitted
2025-05-06T11:44:25.003989,SPY,560.0,559.0,0.33999999999999997,1.0,submitted
2025-05-06T11:55:13.381269,SPY,560.0,559.0,0.29000000000000004,1.0,submitted
2025-05-06T12:06:04.292337,SPY,560.0,559.0,0.2695,1.0,submitted
2025-05-06T12:27:39.695401,SPY,560.0,559.0,0.19999999999999998,1.0,rejected
2025-05-06T12:49:18.803961,QQQ,483.0,482.0,0.20999999999999996,1.0,rejected
2025-05-07T06:41:27.400803,SPY,559.0,556.0,0.8500000000000001,3.0,submitted
2025-05-07T06:41:49.339359,QQQ,480.0,478.0,0.6054999999999999,2.0,submitted
2025-05-07T06:42:26.783327,IWM,197.0,196.0,0.25549999999999995,1.0,submitted
2025-05-07T06:53:07.380255,SPY,559.0,556.0,0.8200000000000002,3.0,submitted
2025-05-07T06:53:38.408509,QQQ,480.0,477.0,0.7500000000000001,3.0,submitted
2025-05-07T06:54:22.064150,IWM,197.0,195.0,0.525,2.0,submitted
2025-05-07T07:04:59.420132,SPY,559.0,557.0,0.5105,2.0,submitted
2025-05-07T07:05:24.224167,QQQ,481.0,478.0,0.745,3.0,rejected
2025-05-07T07:05:55.571688,IWM,197.0,196.0,0.33499999999999996,1.0,submitted
2025-05-07T07:16:14.484402,SPY,560.0,557.0,0.81,3.0,submitted
2025-05-07T07:16:18.128491,QQQ,482.0,479.0,0.8600000000000001,3.0,submitted
2025-05-07T07:16:46.830730,IWM,197.0,195.0,0.59,2.0,submitted
2025-05-07T07:27:03.705701,SPY,560.0,557.0,0.7299999999999999,3.0,rejected
2025-05-07T07:27:06.940359,QQQ,482.0,479.0,0.7649999999999999,3.0,submitted
2025-05-07T07:37:53.419319,SPY,560.0,557.0,0.7899999999999998,3.0,submitted
2025-05-07T07:37:56.877495,QQQ,482.0,480.0,0.5599999999999998,2.0,submitted
2025-05-07T07:38:25.957265,IWM,197.0,195.0,0.485,2.0,rejected
2025-05-07T07:48:42.066430,SPY,560.0,557.0,0.7900000000000001,3.0,submitted
2025-05-07T07:48:45.340319,QQQ,482.0,479.0,0.8400000000000002,3.0,submitted
2025-05-07T07:49:16.853505,IWM,197.0,196.0,0.29000000000000004,1.0,submitted
2025-05-07T07:59:32.621982,SPY,558.0,555.0,0.83,3.0,submitted
2025-05-07T07:59:35.857734,QQQ,479.0,477.0,0.5449999999999998,2.0,submitted
2025-05-07T08:10:22.694189,SPY,558.0,555.0,0.7945,3.0,submitted
2025-05-07T08:10:25.908869,QQQ,478.0,476.0,0.5505000000000001,2.0,submitted
2025-05-07T08:21:09.556359,SPY,557.0,554.0,0.7800000000000001,3.0,submitted
2025-05-07T08:21:12.502469,QQQ,478.0,476.0,0.5305,2.0,submitted
2025-05-07T08:32:01.288999,SPY,557.0,555.0,0.4650000000000001,2.0,rejected
2025-05-07T08:32:07.517367,QQQ,478.0,476.0,0.5705,2.0,submitted
2025-05-07T08:32:35.589758,IWM,197.0,195.0,0.49,2.0,rejected
2025-05-07T08:42:51.207393,SPY,558.0,556.0,0.4800000000000002,2.0,rejected
2025-05-07T08:42:54.213822,QQQ,479.0,476.0,0.7349999999999999,3.0,rejected
2025-05-07T08:43:22.367980,IWM,197.0,196.0,0.25,1.0,submitted
2025-05-07T08:53:37.920207,SPY,558.0,555.0,0.7700000000000001,3.0,submitted
2025-05-07T08:53:40.944295,QQQ,479.0,476.0,0.7350000000000001,3.0,rejected
2025-05-07T08:54:08.999788,IWM,197.0,195.0,0.5255000000000001,2.0,submitted
2025-05-07T09:04:24.635859,SPY,558.0,555.0,0.6949999999999998,3.0,rejected
2025-05-07T09:04:27.762103,QQQ,479.0,476.0,0.7500000000000001,3.0,submitted
2025-05-07T09:04:55.844132,IWM,197.0,195.0,0.45000000000000007,2.0,rejected
2025-05-07T09:15:11.709551,SPY,558.0,556.0,0.5060000000000001,2.0,submitted
2025-05-07T09:15:14.888800,QQQ,479.0,476.0,0.7849999999999999,3.0,submitted
2025-05-07T09:15:43.005462,IWM,197.0,196.0,0.31499999999999995,1.0,submitted
2025-05-07T09:25:58.568628,SPY,558.0,555.0,0.7800000000000001,3.0,submitted
2025-05-07T09:26:01.793472,QQQ,479.0,476.0,0.7749999999999999,3.0,submitted
2025-05-07T09:26:29.983583,IWM,197.0,195.0,0.495,2.0,rejected
2025-05-07T09:36:50.639215,SPY,558.0,555.0,0.7900000000000001,3.0,submitted
2025-05-07T09:36:53.801766,QQQ,479.0,476.0,0.8005000000000001,3.0,submitted
2025-05-07T09:37:22.171164,IWM,197.0,195.0,0.485,2.0,rejected
2025-05-07T09:47:37.988407,SPY,559.0,556.0,0.7999999999999999,3.0,submitted
2025-05-07T09:47:41.215510,QQQ,480.0,477.0,0.76,3.0,submitted
2025-05-07T09:58:25.469422,SPY,560.0,557.0,0.7400000000000001,3.0,rejected
2025-05-07T09:58:28.789593,QQQ,481.0,478.0,0.7850000000000001,3.0,submitted
2025-05-07T09:58:56.957791,IWM,198.0,196.0,0.5744999999999999,2.0,submitted
2025-05-07T10:09:12.650263,SPY,560.0,557.0,0.795,3.0,submitted
2025-05-07T10:09:15.858851,QQQ,481.0,478.0,0.8,3.0,submitted
2025-05-07T10:09:43.915108,IWM,198.0,196.0,0.5050000000000001,2.0,submitted
2025-05-07T10:19:59.822361,SPY,560.0,557.0,0.6749999999999999,3.0,rejected
2025-05-07T10:20:03.179427,QQQ,481.0,478.0,0.7799999999999999,3.0,submitted
2025-05-07T10:20:34.468450,IWM,198.0,196.0,0.5599999999999999,2.0,submitted
2025-05-07T10:30:50.161718,SPY,560.0,557.0,0.7599999999999999,3.0,submitted
2025-05-07T10:30:53.488502,QQQ,481.0,478.0,0.81,3.0,submitted
2025-05-07T10:41:37.305542,SPY,559.0,556.0,0.695,3.0,rejected
2025-05-07T10:41:40.395616,QQQ,480.0,477.0,0.735,3.0,rejected
2025-05-07T10:42:08.551129,IWM,197.0,196.0,0.30500000000000005,1.0,submitted
2025-05-07T10:52:24.438505,SPY,558.0,555.0,0.6550000000000001,3.0,rejected
2025-05-07T10:52:27.496654,QQQ,479.0,476.0,0.7199999999999998,3.0,rejected
2025-05-07T10:52:55.567617,IWM,197.0,195.0,0.49949999999999994,2.0,rejected
2025-05-07T11:03:11.267775,SPY,558.0,556.0,0.5149999999999999,2.0,submitted
2025-05-07T11:03:14.449834,QQQ,479.0,476.0,0.7450000000000001,3.0,rejected
2025-05-07T11:03:42.702961,IWM,197.0,195.0,0.4750000000000001,2.0,rejected
2025-05-07T11:13:58.217922,SPY,555.0,552.0,0.69,3.0,rejected
2025-05-07T11:14:01.141878,QQQ,476.0,473.0,0.7949999999999998,3.0,submitted
2025-05-07T11:14:29.131393,IWM,196.0,194.0,0.5494999999999999,2.0,submitted
2025-05-07T11:24:44.561060,SPY,556.0,553.0,0.69,3.0,rejected
2025-05-07T11:24:47.642029,QQQ,477.0,474.0,0.76,3.0,submitted
2025-05-07T11:25:15.680922,IWM,196.0,194.0,0.475,2.0,rejected
2025-05-07T11:35:31.543748,SPY,558.0,555.0,0.7899999999999999,3.0,submitted
2025-05-07T11:35:34.718395,QQQ,479.0,476.0,0.8600000000000001,3.0,submitted
2025-05-07T11:46:18.722254,SPY,558.0,556.0,0.5599999999999999,2.0,submitted
2025-05-07T11:46:21.857967,QQQ,479.0,477.0,0.5700000000000001,2.0,submitted
2025-05-07T11:57:05.934270,SPY,560.0,558.0,0.59,2.0,submitted
2025-05-07T11:57:09.334715,QQQ,481.0,479.0,0.6655,2.0,submitted
2025-05-07T12:07:53.529380,SPY,559.0,558.0,0.2855,1.0,submitted
2025-05-07T12:07:56.510895,QQQ,480.0,478.0,0.38999999999999996,2.0,rejected
2025-05-07T12:18:43.526442,SPY,559.0,557.0,0.565,2.0,submitted
2025-05-07T12:40:31.081026,QQQ,480.0,479.0,0.26999999999999996,1.0,submission_failed
2025-05-07T12:52:54.008538,QQQ,482.0,481.0,0.3255,1.0,submission_failed
2025-05-08T08:14:51.959700,QQQ,485.0,483.0,0.54,2.0,submitted
2025-05-08T08:16:47.170285,QQQ,485.0,483.0,0.5149999999999999,2.0,submitted
2025-05-08T08:18:27.439995,QQQ,485.0,483.0,0.52,2.0,submitted
2025-05-08T08:20:38.828918,SPY,564.0,561.0,0.845,3.0,submitted
2025-05-08T08:23:12.148621,SPY,564.0,562.0,0.4999999999999999,2.0,submitted
2025-05-08T08:24:57.533634,SPY,565.0,562.0,0.7950000000000002,3.0,submitted
2025-05-08T08:27:40.245770,SPY,565.0,562.0,0.695,3.0,submitted
2025-05-08T08:27:45.071568,QQQ,488.0,485.0,0.8450000000000001,3.0,submitted
2025-05-08T08:29:52.237385,SPY,566.0,562.0,0.9199999999999999,4.0,submitted
2025-05-08T08:29:56.908422,QQQ,488.0,485.0,0.7700000000000001,3.0,submitted
2025-05-09T06:32:06.853949,SPY,566.0,563.0,0.7899999999999998,3.0,submitted
2025-05-09T06:32:11.493070,QQQ,489.0,487.0,0.5900000000000002,2.0,submitted
2025-05-09T06:32:12.778179,TSLA,292.5,287.5,1.5699999999999998,5.0,submitted
2025-05-09T06:32:19.454445,META,600.0,595.0,1.3699999999999999,5.0,submitted
2025-05-09T06:32:38.730209,XLE,82.5,81.5,0.10950000000000001,1.0,submitted
2025-05-09T06:42:55.720056,SPY,566.0,563.0,0.8799999999999999,3.0,submitted
2025-05-09T06:43:00.191844,QQQ,489.0,487.0,0.515,2.0,submitted
2025-05-09T06:43:01.448502,TSLA,297.5,290.0,2.055,7.5,submitted
2025-05-09T06:43:04.273931,MSFT,437.5,435.0,0.595,2.5,submitted
2025-05-09T06:43:05.619691,NVDA,117.0,116.0,0.29999999999999993,1.0,submitted
2025-05-09T06:43:23.281660,XLE,82.0,81.5,0.13500000000000004,0.5,submitted
2025-05-09T06:43:23.996681,XBI,79.0,78.0,0.35000000000000003,1.0,submitted
